user_history_rto_rate,user_total_orders,orders_in_last_7days,payment_mode,order_value,address_length,pincode_rto_rate,is_rto
0.0685869246308145,6,3,Prepaid,160.0,51,0.3188237663366311,0
0.45950640724990544,9,2,Prepaid,389.0,54,0.22975481654332164,0
0.5414781386117564,9,0,Prepaid,1947.0,33,0.09204831360994427,1
0.26059606181093153,9,3,COD,402.0,82,0.0512305423833529,0
0.06753590748378506,10,0,COD,135.0,22,0.3285433133530337,0
0.04676883497272682,6,1,COD,504.0,86,0.26594010390162837,0
0.12713147658095109,5,2,COD,235.0,53,0.2929608958938372,1
0.3265987258278122,10,1,Prepaid,114.0,8,0.13325497478066844,0
0.11912486541113898,9,2,COD,255.0,25,0.0686626956389855,0
0.10776704550146234,9,1,COD,734.0,95,0.16317462652546302,0
0.32460102630740867,6,2,Prepaid,1168.0,63,0.05350856057440946,1
0.21935449118475614,9,3,COD,933.0,43,0.24521383501935154,0
0.30479223202169464,9,0,COD,169.0,27,0.06095809113263802,0
0.403730071467841,3,1,COD,613.0,37,0.15586696524360516,0
0.18412892169781056,7,4,COD,281.0,44,0.16273284093335053,0
0.23447365948588197,6,0,COD,213.0,50,0.345961603279235,0
0.175068748991844,5,1,COD,1012.0,65,0.19940011963851875,0
0.2673316734797696,11,0,Prepaid,469.0,54,0.3295741000531503,0
0.238699744225137,8,2,COD,380.0,61,0.11104077847584491,0
0.32579561073076047,9,2,COD,355.0,24,0.47944231281509764,0
0.4434878606676832,12,1,COD,132.0,83,0.06090130222281989,0
0.3855671372233749,11,1,COD,734.0,78,0.09837531115360638,1
0.09615258168656671,9,0,COD,383.0,49,0.3524816708950898,0
0.2089847738799713,9,3,COD,157.0,86,0.2918567860279767,0
0.16619623428044838,13,3,COD,500.0,43,0.33291812588098435,0
0.22721487350505115,15,0,COD,268.0,74,0.5578439748954833,0
0.47592049646427265,11,2,Prepaid,361.0,52,0.10074769696672907,0
0.11588479103164939,5,1,COD,611.0,79,0.10240135090047989,0
0.1718540724955221,11,1,COD,230.0,53,0.2438138350291257,0
0.24093580883068486,10,2,Prepaid,1100.0,53,0.13995981116717748,0
0.19658545353951162,6,1,Prepaid,292.0,95,0.12225164537831484,0
0.15450740124203077,6,1,Prepaid,257.0,53,0.37602426074971096,1
0.3024753876496196,5,3,COD,760.0,63,0.6376065386631558,0
0.2628503990216566,8,0,COD,497.0,18,0.5215001207640192,1
0.17838548982713634,8,2,Prepaid,1147.0,28,0.09800673194212621,0
0.07140336869412171,8,2,Prepaid,172.0,68,0.22854333587376296,0
0.36804793518398216,7,1,COD,254.0,67,0.1620126958368488,1
0.16500239921085022,10,4,COD,411.0,30,0.2406994003686105,1
0.6463769483914986,5,1,COD,401.0,58,0.2950636973623294,0
0.5031230845032987,7,0,COD,2918.0,30,0.07527765321714726,0
0.40864698504559716,6,0,COD,482.0,69,0.4479981180087996,1
0.3784719386186747,9,1,COD,235.0,53,0.25543652656646,1
0.4808171104256128,13,0,COD,503.0,58,0.14773039417688855,0
0.45015277145501226,6,1,Prepaid,963.0,49,0.07436337697981013,0
0.31485465592718676,6,3,Prepaid,277.0,55,0.3269060494694551,1
0.3458306244455384,9,1,COD,155.0,102,0.03516182280727875,0
0.5386521682270735,7,1,COD,135.0,62,0.20754650171953748,0
0.30617217969438143,10,2,COD,295.0,73,0.011842761662148905,0
0.14558813424442504,10,1,Prepaid,450.0,8,0.35842198093599803,0
0.4518857472364912,6,4,COD,279.0,52,0.037058314932004476,1
0.35993742481792457,5,0,COD,440.0,48,0.41426534748552185,1
0.06190643377169209,4,1,COD,1551.0,37,0.14108339588829397,0
0.2328545928203029,7,2,Prepaid,700.0,40,0.4995946991501586,0
0.19208246644942936,11,2,COD,855.0,23,0.2101425222467288,1
0.5199092769591175,8,1,COD,480.0,79,0.10114764410929371,0
0.22019437403991562,6,1,COD,654.0,41,0.23437516612333784,0
0.13772023575141254,9,1,COD,1951.0,67,0.3534191658613607,0
0.47197128618272305,11,4,COD,1220.0,58,0.17192694560451727,0
0.1588460545173127,11,0,Prepaid,149.0,74,0.03654811580861097,0
0.059689475270839516,8,2,Prepaid,320.0,36,0.1152008231153701,0
0.34081565965226834,7,1,COD,523.0,56,0.20179974781497648,0
0.30664861826340883,7,1,COD,2347.0,39,0.02909742248301365,1
0.2789555071166884,4,1,COD,99.0,53,0.2646265717503683,0
0.3288097857207583,10,4,COD,1684.0,37,0.24634401428940078,1
0.40649018963913885,8,4,COD,352.0,59,0.292516616268264,1
0.32345967824352123,5,1,COD,686.0,64,0.2932719018588163,0
0.18134288505174043,9,1,COD,1284.0,65,0.12268786047061912,0
0.11034442080402906,9,3,Prepaid,186.0,67,0.2249678269984838,0
0.06261134174457317,9,1,COD,172.0,73,0.30806639714155404,1
0.3893738659278771,6,1,COD,270.0,83,0.22507031864508606,0
0.22081199239815466,7,0,COD,477.0,48,0.026771697978292274,0
0.17057746068742893,8,4,COD,105.0,61,0.14367163208139133,0
0.06763603384706811,12,0,COD,188.0,17,0.14444809640190492,0
0.20636937130196562,9,1,COD,1340.0,58,0.28276246391495674,1
0.35879012288277545,4,1,COD,908.0,42,0.10328325915845268,1
0.316899984774653,6,1,COD,448.0,65,0.07138882326290959,0
0.1365637082251592,4,0,Prepaid,1216.0,56,0.01962941864009301,0
0.21708374305025172,12,2,Prepaid,663.0,14,0.054898741926137216,0
0.1363792431986001,9,2,COD,302.0,77,0.13917827604556163,0
0.06373493040686784,15,1,COD,650.0,54,0.1828044438848291,0
0.5785716282335199,4,2,Prepaid,791.0,31,0.17769396711522725,0
0.16737543318713216,12,4,Prepaid,99.0,87,0.13531186131484074,0
0.485750585203021,4,2,COD,1277.0,44,0.260214591306064,0
0.2231288814404552,7,4,COD,590.0,59,0.19108026280744797,0
0.37344884728495387,9,2,COD,414.0,48,0.11636467613739054,0
0.38660756941930585,10,1,COD,630.0,78,0.13154389512819503,1
0.29103929254547434,9,1,COD,99.0,45,0.3313923013044686,0
0.3584957567261279,12,2,Prepaid,733.0,55,0.061690974031402966,0
0.36884852544610003,8,1,COD,123.0,70,0.2076328812659637,1
0.43385584819172346,1,3,COD,703.0,39,0.08766930245553625,0
0.05932432661715326,5,1,Prepaid,265.0,52,0.05794750342830408,0
0.15373830274583952,4,3,COD,543.0,99,0.30809446966529563,0
0.690927168796683,10,1,COD,762.0,28,0.3885632398230853,0
0.04927096831835294,7,0,Prepaid,854.0,54,0.15226127875582507,0
0.18591584017139418,8,3,Prepaid,689.0,12,0.26273612758815235,1
0.2715695031402613,10,3,Prepaid,226.0,44,0.16901962388350344,0
0.3219105263709601,3,1,COD,578.0,38,0.2648119249313333,0
0.48209428949031524,4,2,COD,148.0,53,0.046677084840162655,0
0.319706275524256,5,1,COD,496.0,44,0.05135003744939071,0
0.4916099383257625,8,1,Prepaid,100.0,69,0.09634986001177248,0
0.18417297086710416,6,1,COD,717.0,46,0.02102918996100416,0
0.029392249773945323,11,2,COD,207.0,61,0.13300999830310592,0
0.43832440071116074,5,2,COD,779.0,48,0.19662676759752673,1
0.22019917819165558,15,0,COD,1099.0,56,0.46354090683005467,0
0.1272898020531447,7,0,Prepaid,326.0,54,0.02697959209313987,0
0.5623099425360222,10,2,COD,323.0,62,0.11418001537612758,0
0.1351692568264888,5,3,Prepaid,164.0,54,0.21107415331975218,0
0.18926525270317185,8,5,COD,268.0,44,0.02220838755165444,0
0.2788522124309327,6,2,COD,354.0,28,0.11409186591706745,0
0.2584988688589334,5,2,COD,458.0,100,0.2698678128489,0
0.1713624183536284,9,3,COD,264.0,82,0.13627510312241953,1
0.3902904125361203,7,1,Prepaid,188.0,54,0.13895809049012112,0
0.13884092876465817,6,2,COD,194.0,65,0.13047760847434725,0
0.4659217194194351,11,0,COD,200.0,61,0.40132550226022257,0
0.6157519764816631,10,3,COD,228.0,40,0.05031461600193103,0
0.3073799210471541,5,0,COD,1022.0,54,0.20405447291259884,0
0.3116610941567272,6,0,COD,267.0,64,0.12120034804161933,0
0.1347012643177103,6,2,COD,119.0,99,0.1932605012470574,1
0.7239031844967967,6,1,Prepaid,114.0,8,0.2512183504702044,0
0.11910027770778647,5,2,Prepaid,1590.0,59,0.23788114772712762,0
0.28538578892011157,6,2,COD,3065.0,47,0.44483012314820464,0
0.514309690041867,8,2,COD,427.0,55,0.07423648580992159,0
0.15648979507517,5,2,COD,164.0,52,0.15517287104200958,0
0.26055752603134724,4,3,COD,390.0,64,0.30925469361348795,1
0.13981359053542353,9,0,COD,298.0,64,0.4316546484667277,0
0.388093991336372,6,1,Prepaid,1672.0,64,0.15487852167313762,0
0.4641645770320866,11,2,COD,309.0,34,0.5106555751344007,0
0.12845804774166797,7,4,Prepaid,767.0,17,0.11383741108318435,0
0.0552063959733059,7,5,COD,815.0,56,0.0579729830282049,1
0.017279127080126834,10,0,Prepaid,144.0,16,0.04217570873290641,0
0.15924986868506363,5,4,Prepaid,473.0,87,0.0545300211543644,0
0.2667449952728772,11,0,Prepaid,187.0,45,0.18832777439508164,0
0.529692033598347,3,0,Prepaid,832.0,11,0.08294362839540999,0
0.3071017670062408,7,2,COD,2055.0,51,0.26966497081435287,1
0.2504805636294226,12,5,COD,182.0,60,0.3088351814631933,0
0.40355832138751585,8,0,COD,800.0,44,0.23886091581527166,0
0.3696214928596068,12,2,COD,264.0,58,0.07959974292206395,1
0.22078097776764183,9,2,COD,355.0,48,0.038354126549372924,0
0.09074148599417395,9,2,COD,641.0,53,0.3705007910584856,0
0.42629856137072764,8,1,COD,277.0,46,0.04226123922214351,1
0.3076570372812911,6,1,COD,99.0,71,0.1751748073690635,0
0.08686886954251043,5,3,Prepaid,99.0,54,0.038586313391718356,1
0.31988267906477214,8,3,Prepaid,721.0,62,0.07462935521576004,0
0.17245945458117015,9,0,COD,301.0,26,0.2098074215925053,1
0.5236077465948994,8,2,COD,2636.0,71,0.14846982666364728,0
0.14411306049989406,11,2,COD,326.0,24,0.05455864361532631,0
0.4369016405600799,9,1,COD,1742.0,61,0.05122492867048076,1
0.5620366156958401,13,2,Prepaid,229.0,36,0.18896802215059239,1
0.20388080864478686,7,1,Prepaid,656.0,65,0.2250954168818918,0
0.26526006970231497,12,2,COD,701.0,85,0.5536411522361109,0
0.342996453032718,13,0,COD,110.0,78,0.5245261938565025,0
0.3081745146780117,10,2,COD,253.0,8,0.2138041935344545,0
0.07847640863395768,13,1,Prepaid,144.0,37,0.19185220131492442,0
0.20417842853949858,4,1,COD,534.0,38,0.22961819350251525,0
0.46757480171249854,8,1,COD,521.0,55,0.16364389520395076,1
0.22444388214291414,8,2,COD,439.0,43,0.1832800194986523,1
0.5642742600782021,4,0,COD,267.0,61,0.27396907920176505,1
0.45836380319932735,9,2,COD,305.0,25,0.12302180651123791,0
0.22873235215695734,7,1,COD,1986.0,53,0.15164620136560483,0
0.19416253232713945,2,1,COD,935.0,50,0.10572293379233248,0
0.11404878475035836,6,2,COD,555.0,39,0.07978481162878606,0
0.11886389807223895,5,3,COD,402.0,40,0.246217318446677,0
0.22430032560849703,3,0,COD,361.0,29,0.10958916964723672,0
0.1748455929095408,10,2,COD,544.0,45,0.3535113095122484,0
0.23810184430754955,6,0,COD,838.0,84,0.17783681600148185,0
0.43794334939116214,11,1,COD,351.0,8,0.17077818969866967,0
0.3050820962749862,10,1,COD,736.0,49,0.28161826687289226,0
0.4110151238583872,6,0,COD,453.0,56,0.23194730609974962,0
0.23841138620236768,7,0,COD,891.0,45,0.15478574151325303,1
0.30555856203807996,11,2,Prepaid,1952.0,76,0.27494629323290476,0
0.22431198667381724,9,2,COD,344.0,46,0.34662440181169757,0
0.22830350418430012,9,1,COD,467.0,56,0.11476372249720099,0
0.601389322500987,8,1,COD,268.0,50,0.4039510360078763,1
0.1861016376343618,10,2,Prepaid,447.0,72,0.10893723080321178,1
0.33223765339141825,8,0,COD,598.0,28,0.3642162617404829,1
0.1535906531023021,8,0,Prepaid,324.0,63,0.37394405211008075,0
0.5895945688191788,6,0,COD,656.0,48,0.06657529461036991,1
0.13601113584966545,8,3,Prepaid,423.0,35,0.24663131323563744,0
0.1452923245069306,6,2,Prepaid,359.0,78,0.26777837649977176,0
0.4696325075583425,9,0,COD,645.0,64,0.22601648666788185,1
0.34705488787399064,5,0,Prepaid,299.0,70,0.2415187378185996,0
0.2243778179558153,8,1,Prepaid,425.0,27,0.2940673754430531,1
0.380680807328598,8,5,Prepaid,541.0,73,0.19194611441931841,0
0.25273846971971753,10,1,COD,1002.0,81,0.16169455542508976,1
0.19184179202086682,4,2,COD,304.0,70,0.23823833889249174,1
0.21777087913042306,9,3,COD,299.0,69,0.06579181206064327,0
0.5469541833338392,8,1,COD,526.0,29,0.1985982125299374,0
0.43202781936331336,7,0,Prepaid,246.0,56,0.15404360842890702,1
0.337528941637207,9,1,COD,328.0,45,0.11991648228044692,0
0.2801225539599779,7,0,COD,1064.0,48,0.07614627831744344,0
0.20469271636460634,7,3,COD,567.0,35,0.30485375163927025,0
0.19782889115756616,13,4,COD,530.0,74,0.3200802537231137,0
0.42009875160522375,11,1,COD,344.0,35,0.022863740820330287,1
0.0945684310647346,4,2,COD,215.0,33,0.2263367228502118,1
0.0683369109310005,4,2,COD,2590.0,32,0.1994009253231033,1
0.37337115119161546,9,1,COD,615.0,70,0.03410293233230334,0
0.18149745939782988,9,0,Prepaid,918.0,44,0.13148529876829804,0
0.4688203508208859,8,0,COD,551.0,39,0.2971516442001516,0
0.4418376196321603,7,1,COD,592.0,76,0.1484848748046434,0
0.27311956524215825,5,0,COD,427.0,65,0.22818606063167587,0
0.4417392325829916,6,2,COD,374.0,50,0.08694128509844747,1
0.45149946593464635,7,0,COD,344.0,81,0.4845364216353286,0
0.5143025110676812,7,0,COD,115.0,63,0.231302186824518,0
0.19848042283768558,3,1,COD,223.0,60,0.17109232743384542,0
0.05624495924290872,13,0,COD,756.0,27,0.07188929697977003,0
0.013096916111202185,3,3,Prepaid,1132.0,27,0.2406867611209835,0
0.4422153449338335,6,2,COD,120.0,86,0.21123486794205323,0
0.2563288233480382,5,2,COD,271.0,49,0.08210103065083318,0
0.12008037150759632,11,1,COD,964.0,53,0.18924833861789675,0
0.2906548683413762,7,0,COD,434.0,13,0.19959168307837674,1
0.248426499061781,8,2,COD,99.0,86,0.11094736861231826,1
0.27311496256388507,10,0,COD,445.0,80,0.16488159427308155,1
0.23103274537339663,10,2,Prepaid,315.0,51,0.28715017147350175,0
0.3977583849607771,11,1,COD,218.0,80,0.07356464099324504,0
0.12280995074610727,7,3,Prepaid,444.0,65,0.23167889587350549,0
0.24431246570620366,10,2,COD,146.0,80,0.056496126273374046,0
0.16905503117317644,8,1,COD,984.0,60,0.27957628175202753,0
0.3630143517577401,10,3,Prepaid,246.0,55,0.3447742753516722,1
0.15939157930324252,6,0,Prepaid,743.0,50,0.2206657951986332,0
0.09801246109614241,9,1,Prepaid,893.0,24,0.34475283006077856,0
0.32587444392919906,7,5,Prepaid,259.0,60,0.40794359023296745,1
0.3065108052415546,7,0,COD,236.0,53,0.19947711171641197,1
0.07671218365016587,10,0,COD,694.0,29,0.17993298404055436,0
0.4728620841435421,7,1,COD,1055.0,38,0.2104560262651632,0
0.31570110112731165,7,3,COD,830.0,28,0.05036973934599636,0
0.20630964194203893,7,0,Prepaid,225.0,83,0.20565039976557073,0
0.03867293865424374,11,1,COD,1207.0,68,0.2365707924096431,0
0.4168670056078366,12,0,COD,2041.0,79,0.3005824459645611,1
0.30526408172006453,5,1,COD,192.0,46,0.11465971054532563,1
0.360409463644948,9,0,COD,407.0,88,0.13446968678980833,1
0.31965237212640535,12,1,COD,439.0,55,0.0805436881568536,0
0.06039203154803854,13,0,COD,356.0,48,0.11683710316069235,0
0.21767561927151582,8,1,Prepaid,247.0,36,0.24881898581085612,0
0.4233910425225104,5,1,Prepaid,302.0,39,0.22350504122032216,1
0.08575359616064851,8,2,COD,623.0,60,0.23330035898172644,0
0.24114210026316804,7,1,COD,725.0,99,0.2137152676834841,1
0.10682136950093098,8,2,COD,177.0,47,0.031239101524026584,0
0.39399743206671656,4,1,Prepaid,131.0,37,0.2755707858500667,0
0.25572263337086576,1,3,COD,665.0,59,0.3635829053812334,0
0.3840811292272226,9,1,Prepaid,140.0,47,0.1180970654494259,0
0.36614580595245383,4,1,COD,679.0,36,0.3793587987034021,0
0.5816434885743039,5,3,COD,902.0,36,0.10246126010770752,1
0.5621775612709531,7,3,COD,1379.0,53,0.13505571561080285,0
0.08844444030069641,8,0,Prepaid,381.0,52,0.40215180891617924,1
0.3446235300029249,10,1,Prepaid,2027.0,70,0.20586166245486792,0
0.6095654722173228,7,1,COD,282.0,33,0.23728877400431203,1
0.3141309765261968,7,1,Prepaid,976.0,66,0.1968238752634917,0
0.6479463612947148,8,0,COD,289.0,15,0.12721070784709845,0
0.22650191954925245,8,3,COD,1481.0,52,0.38630048168393694,0
0.4532267059451018,6,0,COD,155.0,52,0.21694863436090603,0
0.5996218506997747,6,2,Prepaid,614.0,89,0.0747963789598878,1
0.13623186235398355,7,3,COD,156.0,47,0.05522618790060828,1
0.2361379497655822,7,1,COD,284.0,27,0.12488001883249955,1
0.6046614565204121,11,2,COD,864.0,67,0.21874555752937183,1
0.2920487185984639,3,0,COD,706.0,67,0.07112101503183522,0
0.4004222737895427,9,3,COD,201.0,66,0.1508137245063339,1
0.45077109441955576,7,0,Prepaid,140.0,109,0.09327875443803556,0
0.18480186641013244,9,2,Prepaid,357.0,78,0.1275675810007639,0
0.41019293380539773,5,0,COD,406.0,54,0.20881745462083826,1
0.34973434990572005,8,0,COD,390.0,54,0.012546172545374523,0
0.17561919698936396,11,0,COD,235.0,60,0.29460432885784354,0
0.2052622268743936,10,1,COD,102.0,50,0.5183331321531041,0
0.6085560017364287,7,1,COD,310.0,38,0.2610204048320609,0
0.14165877053537307,13,2,COD,392.0,70,0.20449031170350676,0
0.43593946275941003,7,2,COD,1531.0,45,0.11259998077275543,0
0.3082365330185971,7,2,COD,1284.0,49,0.08434528360411966,1
0.45500639880107346,4,3,Prepaid,992.0,69,0.14618009089554254,1
0.42754908476185066,11,4,COD,135.0,88,0.3308985467220892,1
0.2781861683282088,7,1,COD,517.0,40,0.3747880585277343,0
0.18524055235766115,8,0,COD,1398.0,8,0.08855908442460045,0
0.5553171992560851,7,3,COD,294.0,45,0.14334379721771173,0
0.5031820579410835,10,2,Prepaid,699.0,51,0.10354714740984504,0
0.32184672035858475,6,1,Prepaid,127.0,29,0.37846068674347993,0
0.2940375021670958,9,1,Prepaid,178.0,62,0.030617680480066516,0
0.12544938510343312,8,1,COD,1279.0,66,0.08011632829949678,0
0.44440125056011115,7,1,Prepaid,424.0,98,0.27296701765461207,1
0.5757688148776429,9,1,COD,225.0,87,0.17559014250749802,0
0.12381086556612016,9,1,COD,246.0,48,0.18140153356033975,0
0.14174247492062755,7,2,COD,969.0,36,0.0663752079411587,0
0.18727519902269188,13,3,COD,345.0,20,0.038507131828715575,1
0.19126728643193613,7,2,Prepaid,1002.0,66,0.2271278088063654,1
0.2750086185191396,8,5,COD,840.0,85,0.286219013125765,1
0.2594732652222252,7,0,Prepaid,99.0,48,0.43306958570515663,0
0.11601733753096195,4,1,COD,448.0,13,0.16817813319517727,0
0.5878548997680135,3,0,COD,227.0,67,0.20824436631927826,0
0.14184427607987107,8,3,COD,963.0,81,0.19723311386541087,1
0.26709409153878366,7,4,Prepaid,201.0,65,0.11488718772122088,0
0.16934940183695033,11,1,COD,454.0,62,0.06749787423407334,0
0.5051295998717548,10,1,COD,278.0,47,0.17407241966625653,1
0.21522630115591282,9,2,COD,176.0,62,0.29025294711860544,0
0.30267928438841163,6,6,COD,546.0,71,0.1814492205006075,0
0.6043368946581595,7,6,COD,216.0,23,0.16403226366848017,0
0.22644282471136645,7,2,COD,672.0,40,0.28633012655080564,0
0.33001023491704745,8,0,COD,356.0,56,0.193878078565654,1
0.15526763571837746,8,5,COD,411.0,65,0.019468163853647292,0
0.2640383541633144,7,1,COD,132.0,27,0.13445875582929456,1
0.3870555710169233,10,2,COD,201.0,30,0.4733783869370999,0
0.12195815794277094,5,3,Prepaid,134.0,80,0.18597753874444833,0
0.23073436812794024,7,4,COD,263.0,69,0.09618078267057317,0
0.33743284497625053,5,1,COD,2236.0,49,0.19324229240194257,1
0.07241046297913235,7,7,Prepaid,620.0,66,0.08514879255087351,0
0.37822073548513974,4,4,Prepaid,255.0,62,0.03711554245306807,0
0.3194343997975769,14,2,COD,184.0,87,0.23114588401367372,0
0.19725972017809695,7,0,COD,565.0,70,0.21757521197261284,0
0.28717210051402103,8,2,COD,154.0,62,0.04571502736260774,0
0.6008221918617068,5,0,COD,312.0,64,0.10945338376758222,0
0.09712260572285623,9,4,Prepaid,444.0,17,0.5668199650872878,0
0.2750073539162113,7,2,COD,477.0,42,0.4117044920367566,0
0.5045933992123101,8,0,COD,228.0,26,0.08952188417985411,0
0.15951835961325392,4,0,COD,325.0,54,0.28828004658091483,0
0.21444346597451258,4,1,COD,527.0,45,0.0355575292341603,1
0.46315732764973994,4,2,COD,155.0,68,0.21275070386738065,0
0.27810240669822206,6,1,Prepaid,346.0,45,0.060345764389158105,0
0.185040538482732,4,3,COD,854.0,48,0.06244872135518851,0
0.11455555890742458,6,0,COD,315.0,33,0.03065365043993647,0
0.4228950555098883,4,1,Prepaid,147.0,71,0.11644853925133457,0
0.6440679634524121,9,3,COD,155.0,65,0.16707888427890824,0
0.3083255266751108,9,3,COD,174.0,50,0.08843427042454392,1
0.4105774245043222,5,1,COD,194.0,67,0.06970485114351807,0
0.19605420588440753,15,2,COD,552.0,67,0.1737866278187041,1
0.13887477350878247,10,1,COD,479.0,61,0.18909155097591943,0
0.09852676123919558,5,2,COD,479.0,41,0.17237066355537278,1
0.36726113123900356,10,1,COD,414.0,65,0.2663986967966335,0
0.5073793345737749,9,1,Prepaid,386.0,26,0.33641891208605273,0
0.2364619685412546,11,1,COD,99.0,81,0.16238994253122277,0
0.4056361401586,8,2,COD,698.0,56,0.30438826055809726,1
0.26490977098893786,5,4,Prepaid,222.0,34,0.3642990091652562,0
0.3808117943964557,7,1,Prepaid,347.0,61,0.2884010388555747,0
0.22533174704489528,10,3,COD,243.0,33,0.3054923225561051,1
0.04515369517060627,8,1,COD,99.0,69,0.2082944189293293,0
0.16436603283956178,7,2,Prepaid,174.0,42,0.41694455869389524,0
0.19143069972773935,10,1,Prepaid,557.0,64,0.10970531978014848,1
0.2616461141449531,9,3,COD,99.0,13,0.25797811102480345,0
0.35639372193893865,6,0,Prepaid,566.0,29,0.15648094405040583,0
0.08073936672491931,7,1,Prepaid,913.0,43,0.3390674452118921,0
